movie_title,wiki_summary
Halloween: The Curse of Michael Myers (1995),"Halloween: The Curse of Michael Myers is a 1995 American slasher film directed by Joe Chappelle, written by Daniel Farrands, and starring Donald Pleasence, Paul Rudd, Marianne Hagan, and Mitch Ryan."
Hamlet (1996),"Hamlet is a 1990 drama film based on the Shakespearean tragedy of the same name, directed by Franco Zeffirelli and starring Mel Gibson as the eponymous character."
Hana-bi (1997),"Hana-bi (HANA-BI, lit. 'Fireworks'), released in the United States as Fireworks, is a 1997 Japanese crime drama film written, directed and edited by Takeshi Kitano, who also stars in it."
Happy Gilmore (1996),Happy Gilmore is a 1996 American sports comedy film directed by Dennis Dugan and produced by Robert Simonds.
Hard Eight (1996),"Hard Eight (originally titled Sydney) is a 1996 American crime film written and directed by Paul Thomas Anderson in his feature directorial debut, and starring Philip Baker Hall, John C. Reilly, Gwyneth Paltrow and Samuel L. Jackson."
Hard Rain (1998),"Hard Rain is a 1998 disaster heist action thriller film directed by former cinematographer-turned director Mikael Salomon, written by Graham Yost, produced by Ian Bryce, Mark Gordon, and Gary Levinsohn, and starring Morgan Freeman, Christian Slater, Randy Quaid, Minnie Driver, and Ed Asner."
Hard Target (1993),Hard Target is a 1993 action film directed by Hong Kong film director John Woo in his U.S. debut.
Harlem (1993),The Harlem Globetrotters are an American exhibition basketball team.
Harold and Maude (1971),Harold and Maude is a 1971 American romantic black comedy–drama film directed by Hal Ashby and released by Paramount Pictures.
Harriet the Spy (1996),"Harriet the Spy is a 1996 American coming-of-age comedy film directed by Bronwen Hughes in her feature film directorial debut, and starring Michelle Trachtenberg in her major film acting debut."
"Hate (Haine, La) (1995)","La Haine (French pronunciation: [la ɛn], lit. 'Hatred'; released in the United States as Hate) is a 1995 French social thriller film written, co-edited, and directed by Mathieu Kassovitz."
"Haunted World of Edward D. Wood Jr., The (1995)",Edward Davis Wood Jr.
He Walked by Night (1948),He Walked by Night is a 1948 American police procedural film noir directed by Alfred L. Werker and an uncredited Anthony Mann.
Head Above Water (1996),"Head Above Water is a 1996 American black comedy thriller film directed by Jim Wilson and starring Harvey Keitel, Cameron Diaz, Craig Sheffer and Billy Zane."
Hear My Song (1991),"Hear My Song is a 1991 British comedy-drama film directed by Peter Chelsom, who co-wrote the screenplay with Adrian Dunbar, based on the story of Irish tenor Josef Locke."
Hearts and Minds (1996),Hearts and Minds is a 1974 American documentary film about the Vietnam War directed by Peter Davis.
Heat (1995),Heat is a 1995 American crime film written and directed by Michael Mann.
Heathers (1989),"Heathers is a 1988 American teen black comedy film written by Daniel Waters and directed by Michael Lehmann, in both of their respective film debuts."
Heaven & Earth (1993),"Heaven & Earth is a 1993 biographical war drama film written and directed by Oliver Stone, and starring Tommy Lee Jones, Haing S. Ngor, Joan Chen, and Hiep Thi Le."
Heaven's Prisoners (1996),"Heaven's Prisoners is a 1996 American dramatic crime thriller film directed by Phil Joanou and starring Alec Baldwin, Kelly Lynch, Mary Stuart Masterson, Teri Hatcher and Eric Roberts."
Heavenly Creatures (1994),"Heavenly Creatures is a 1994 New Zealand film directed by Peter Jackson, from a screenplay he co-wrote with his partner, Fran Walsh, and starring Kate Winslet and Melanie Lynskey in their feature film debuts, with supporting roles by Sarah Peirse, Diana Kent, Clive Merrison, and Simon O'Connor."
Heavy (1995),"Heavy is a 1995 American independent drama film written and directed by James Mangold, in his directorial debut."
Heavyweights (1994),"Heavyweights is a 1995 American  comedy film directed by Steven Brill and written by Brill with Judd Apatow, and starring Tom McGowan, Aaron Schwartz, Shaun Weiss, Tom Hodges, Leah Lail, Paul Feig, Kenan Thompson, David Bowe, Max Goldblatt, Robert Zalkind, Patrick LaBrecque, Jeffrey Tambor, Jerry Stiller, Anne Meara, and Ben Stiller (in a dual role)."
Hedd Wyn (1992),"Hedd Wyn is a 1992 Welsh anti-war biopic, written by Alan Llwyd and directed by Paul Turner.Based on the life of Ellis Humphrey Evans (Huw Garmon), killed in the First World War, the cinematography starkly contrasts the lyrical beauty of the poet's native Meirionnydd with the bombed-out horrors of Passchendaele."
Heidi Fleiss: Hollywood Madam (1995) ,"Heidi Lynne Fleiss (born December 30, 1965) is an American former madam."
Hellraiser: Bloodline (1996),"Hellraiser: Bloodline (also known as Hellraiser IV: Bloodline) is a 1996 American science fiction horror film and the fourth installment in the Hellraiser series, which serves as both a prequel and a sequel."
Henry V (1989),"Henry V is a 1989 British historical drama film written and directed by Kenneth Branagh in his feature directorial debut, based on William Shakespeare's history play of the same name."
Herbie Rides Again (1974),"Herbie Rides Again is a 1974 American comedy film directed by Robert Stevenson from a screenplay by Bill Walsh, based on a story by Gordon Buford."
Hercules (1997),Hercules is a 1997 American animated musical fantasy comedy film produced by Walt Disney Feature Animation for Walt Disney Pictures.
Here Comes Cookie (1935),"Here Comes Cookie is a 1935 American comedy film directed by Norman Z. McLeod, written by Don Hartman, and starring George Burns, Gracie Allen, George Barbier, Betty Furness, Andrew Tombes and Rafael Storm."
Hideaway (1995),Hideaway is a 1995 horror film directed by Brett Leonard.
High Noon (1952),"High Noon is a 1952 American Western film produced by Stanley Kramer from a screenplay by Carl Foreman, directed by Fred Zinnemann, and starring Gary Cooper."
High School High (1996),"High School High is a 1996 American comedy film about an inner city high school in the Los Angeles, California area, starring Jon Lovitz, Tia Carrere, Mekhi Phifer, Louise Fletcher, Malinda Williams, and Brian Hooks."
Higher Learning (1995),Higher Learning is a 1995 American political drama film written and directed by John Singleton and starring an ensemble cast.
Highlander III: The Sorcerer (1994),Highlander III: The Sorcerer (also known as Highlander: The Final Dimension or Highlander: The Final Conflict) is a 1994 action-adventure fantasy film and the third installment in the Highlander film series.
His Girl Friday (1940),"His Girl Friday is a 1940 American screwball comedy film directed by Howard Hawks, starring Cary Grant and Rosalind Russell and featuring Ralph Bellamy and Gene Lockhart."
Hollow Reed (1996),Hollow Reed is a 1996 drama film directed by Angela Pope.
Homage (1995),"Homage is a 1995 American crime thriller drama film written by Mark Medoff, directed by Ross Kagan Marks and starring Blythe Danner, Frank Whaley and Sheryl Lee."
Home Alone (1990),Home Alone is a 1990 American Christmas comedy film directed by Chris Columbus and written and produced by John Hughes.
Home Alone 3 (1997),"Home Alone 3 is a 1997 American family comedy film directed by Raja Gosnell in his directorial debut, written and co-produced by John Hughes, and starring Alex D. Linz and Haviland Morris."
Home for the Holidays (1995),Home for the Holidays is a 1995 American family comedy-drama film directed by Jodie Foster and produced by Peggy Rajski and Foster.
Homeward Bound II: Lost in San Francisco (1996),Homeward Bound II: Lost in San Francisco is a 1996 American adventure comedy film and the sequel to the 1993 film Homeward Bound: The Incredible Journey.
Homeward Bound: The Incredible Journey (1993),"Homeward Bound: The Incredible Journey  is a 1993 American adventure comedy film and a remake of the 1963 film The Incredible Journey, which was based on the 1961 novel of the same name by Sheila Burnford."
Hoodlum (1997),Hoodlum is a 1997 American crime drama film that gives a fictionalized account of the gang war between the Italian/Jewish mafia alliance and the black gangsters of Harlem that took place in the late 1920s and early 1930s.
Hoop Dreams (1994),"Hoop Dreams is a 1994 American documentary film directed by Steve James, and produced by Frederick Marx, James, and Peter Gilbert, with Kartemquin Films."
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",The Horseman on the Roof (French: Le hussard sur le toit) is a 1995 French film directed by Jean-Paul Rappeneau and starring Juliette Binoche and Olivier Martinez.
Hot Shots! Part Deux (1993),Hot Shots!
Hotel de Love (1996),Hotel de Love is a 1996 Australian film written and directed by Craig Rosenberg.
"Hour of the Pig, The (1993)","The Hour of the Pig is a 1993 film by writer/director Leslie Megahey, produced by the BBC. The film stars Colin Firth, Ian Holm, Donald Pleasence, Nicol Williamson, Jim Carter and Amina Annabi."
House Arrest (1996),"House Arrest is a 1996 American comedy film directed by Harry Winer, written by Michael Hitchcock, and starring Jamie Lee Curtis,  Kevin Pollak, Jennifer Tilly, Christopher McDonald, Wallace Shawn, and Ray Walston with supporting roles done by Kyle Howard, Amy Sakasitz, Mooky Arizona, Russel Harper, and an up-and-coming Jennifer Love Hewitt."
House Party 3 (1994),"House Party 3 is a 1994 American comedy film, starring Kid 'n Play, Bernie Mac, Gilbert Gottfried, TLC, Immature, Michael Colyar, and introducing Angela Means in her film debut as Veda Pratt with a special appearance by Tisha Campbell."
"House of Yes, The (1997)",The House of Yes is a 1997 American dark comedy film adapted from the play of the same name by Wendy MacLeod.
"House of the Spirits, The (1993)","The House of the Spirits (Danish: Åndernes hus) is a 1993 period drama film directed by Bille August and starring Jeremy Irons, Meryl Streep, Glenn Close, Winona Ryder, Antonio Banderas and Vanessa Redgrave."
Houseguest (1994),"Houseguest is a 1995 American comedy film starring Sinbad and Phil Hartman and directed by Randall Miller, released to theaters in the United States on January 6, 1995."
How to Be a Player (1997),"Def Jam's How to Be a Player is a 1997 American sex comedy film, starring Bill Bellamy, Natalie Desselle and Bernie Mac."
How to Make an American Quilt (1995),How to Make an American Quilt is a 1995 American drama film based on the 1991 novel of the same name by Whitney Otto.
"Hudsucker Proxy, The (1994)","The Hudsucker Proxy is a 1994 screwball comedy film co-written, produced, and directed by the Coen brothers."
Hugo Pool (1997),"Hugo Pool (also known as Pool Girl in the UK) is a 1997 American comedy drama film, directed by Robert Downey Sr., starring Alyssa Milano and Patrick Dempsey."
"Hunchback of Notre Dame, The (1996)",The Hunchback of Notre Dame is a 1996 American animated musical drama film produced by Walt Disney Feature Animation and released by Walt Disney Pictures.
"Hungarian Fairy Tale, A (1987)","A Hungarian Fairy Tale (original title: Hol volt, hol nem volt) is a 1987 Hungarian film directed by Gyula Gazdag."
"Hunt for Red October, The (1990)","The Hunt for Red October is a 1990 American submarine spy thriller film directed by John McTiernan, produced by Mace Neufeld, and starring Sean Connery, Alec Baldwin, Scott Glenn, James Earl Jones, and Sam Neill."
"Hunted, The (1995)","The Hunted is a 1995 American and Japanese martial-arts thriller film written and directed by J. F. Lawton in his mainstream directorial debut, and starring Christopher Lambert, John Lone, Joan Chen, Yoshio Harada and Yoko Shimada."
